Companies,Investment Stage,Deal Size,Deal Date,Round Investors,Description,Industry,Country,Total Funding,All Investors
RetailNext,Series E,$125.00M,04/15/2015,N/A,"RetailNext is a provider in Applied Big Data for brick-and-mortar retail, delivering real-time analytics that enable retailers and manufacturers to monitor, collect, analyze, and visualize in-store data. The solution uses video analytics, Wi-Fi detection, on-shelf sensors, and data from point-of-sale systems and other sources to automatically inform retailers about how people engage with stores. The scalable RetailNext platform integrates with promotional calendars, staffing systems, and weather services to analyze how internal and external factors impact customer shopping patterns, providing store operations executives with the ability to identify opportunities for growth, execute changes, and measure success.",Internet Software & Services,United States,$234.48M,N/A
Zeta Global,Series E,$125.00M,07/15/2015,N/A,"Zeta Global (NYSE: ZETA) operates a Customer Lifecycle Marketing platform company that integrates Big Data, proprietary technology and analytics to help brands acquire, grow and retain customers. The company's set of Data, Email, Social, Display, Search and Mobile solutions are used globally by hundreds of Middle Market and Fortune 500 brands.",Internet Software & Services,United States,$610.00M,N/A
Thumbtack,Series G,$125.00M,09/29/2015,N/A,"Thumbtack is a marketplace where consumers can find, compare, and book local services. The company provides a directory, estimated costs and ratings, and one-click checkout for hiring professionals such as plumbers, personal trainers, and wedding photographers.",eCommerce,United States,$698.85M,N/A
"J
Jianpu Technology",Series D,$125.00M,10/12/2015,N/A,"Jianpu Technology (NYSE: JT) is an independent open platform for the discovery and recommendation of financial products. Jianpu provides users with personalized search results and recommendations that are tailored to each user's particular financial needs and credit profile. The company also enables financial service providers with sales and marketing solutions to reach and serve their target customers more effectively through online and mobile channels and enhance their competitiveness by providing them with tailored data, risk management, and end-to-end solutions. The company operates its open platform under the Rong360 brand.",eCommerce,China,$186.00M,N/A
"A
Aiwujiwu",Series D,$120.00M,05/06/2015,N/A,"Aiwujiwu is the operator of iwjw.com, a China-based O2O housing info service.",Internet Software & Services,China,$305.00M,N/A
Grofers,Series C,$120.00M,11/27/2015,N/A,"Grofers is a hyper-local delivery service connecting consumers with their local merchants. The service is currently available in Delhi, Gurgaon, Noida, Mumbai and Bangalore.",eCommerce,India,$573.82M,N/A
Taboola,Series E,$117.00M,02/04/2015,N/A,Taboola is a personalized discovery and monetization platform for online video content. Taboola offers a video recommendation solution that generates a personalized video list presented to video viewers during or after the video stops.,Internet Software & Services,United States,$160.00M,N/A
Zuora,Series F,$115.00M,03/11/2015,N/A,"Zuora offers a subscription relationship management platform to help enable businesses in any industry to launch or shift products to subscription, implement new pay-as-you-go pricing and packaging models, gain new insights into subscriber behavior, open new revenue streams, and disrupt market segments to gain competitive advantage.",Internet Software & Services,United States,$242.50M,N/A
"C
Cheyipai",Series D,$110.00M,02/06/2015,N/A,Cheyipai (车易拍) is an e-commerce firm for second-hand vehicles.,eCommerce,China,$205.00M,N/A
Nextdoor,Series D,$110.00M,03/04/2015,N/A,"Nextdoor offers a free and private social network for neighborhoods. Using Nextdoor's platform, neighbors create private neighborhood websites where they get to know one another, ask questions, exchange local advice and recommendations, and organize virtual neighborhood watches to reduce crime. The platform is available on the web and on mobile devices.",Internet Software & Services,United States,$455.20M,N/A
foodpanda,Series D,$110.00M,03/12/2015,N/A,"foodpanda, together with its affiliated brand hellofood, is a group of online food ordering platforms active in 28 countries. It helps restaurants to increase sales through online and mobile platforms and provides them with constantly evolving technology and analytics. For consumers, foodpanda group offers a marketplace with the widest gastronomic range from which customers can choose, both on the online platform or via foodpanda's mobile app.",eCommerce,Germany,$310.00M,N/A
"F
FinancialForce.com",Series D,$110.00M,03/26/2015,N/A,"FinancialForce.com delivers ERP at Customer Speed. Built on the Salesforce1 Platform, FinancialForce ERP equips customer-centric businesses with a unified cloud platform and all the applications necessary to grow both the top and bottom line. Its Financial Management, Human Capital Management (HCM), Professional Services Automation (PSA), and Supply Chain Management (SCM) apps allow businesses to increase the speed in which they operate and be more responsive along every touch point of a customer's journey.",Internet Software & Services,United States,$193.90M,N/A
"9
9f Group",Series B,$110.00M,04/14/2015,N/A,9f Group (NASDAQ: JFU) is a Beijing-based P2P (peer to peer) lending platform.,Internet Software & Services,China,$178.15M,N/A
"B
Baozun",IPO,$110.00M,05/21/2015,N/A,"Baozun (NASDAQ: BZUN) (09991.HK) is a digital and e-commerce service partner in China, helping brands and retailers build e-commerce success. The company provides end-to-end services, including website design, development, and hosting, IT infrastructure, customer service, warehousing, and logistics services, as well as digital marketing.",eCommerce,China,$46.80M,N/A
"D
Delivery Hero",Series H,$110.00M,06/08/2015,N/A,"Delivery Hero is a worldwide network of online food ordering and delivery sites. Restaurants are connected to its service across Sweden, Finland, Poland, Austria, Germany, UK, Denmark, Russia, Australia, Switzerland, South Korea, China, Mexico, and India.",eCommerce,Germany,"$1,753.38M",N/A
CloudFlare,Series D,$110.00M,09/22/2015,N/A,"Cloudflare offers a range of services to help companies reduce latencies, including distributed denial of service (DDoS) attack mitigation and a content delivery network (CDN), which is a global network of proxy servers and data centers that ensure content is delivered to users from locations that are closer to them.",Internet Software & Services,United States,$332.07M,N/A
Apttus,Series C,$108.00M,09/01/2015,N/A,"Apttus is a provider of the Intelligent Middle Office platform allowing enterprises to automate and optimize their revenue and commercial relationship management processes. Apttus is powered by the Apttus Intelligent Cloud, a hybrid-cloud platform utilizing technologies from Salesforce, Microsoft and IBM.",Internet Software & Services,United States,$404.00M,N/A
