Companies,Investment Stage,Deal Size,Deal Date,Round Investors,Description,Industry,Country,Total Funding,All Investors
Avalara,IPO,$180.00M,06/15/2018,N/A,"Avalara (NYSE: AVLR) helps businesses of all sizes achieve compliance with transactional taxes, including sales and use, VAT, excise, communications, and other tax types. The company delivers automated, cloud-based solutions that are designed to be fast, accurate, and easy to use. Avalara's platform helps customers manage complicated and burdensome tax compliance obligations imposed by state, local, and other taxing authorities throughout the world. Avalara offers more than 550 pre-built connectors into accounting, ERP, ecommerce and other business applications, making the integration of tax and compliance solutions easy for customers. Each year, the company processes billions of indirect tax transactions for customers and users, files more than a million tax returns and manages mil...",Internet Software & Services,United States,$253.02M,N/A
Kojamo,IPO,$174.31M,06/15/2018,N/A,"Kojamo's vision is to be the property market frontrunner and the number one choice for customers who value better urban housing. With its Lumo brand, the company is transforming Finnish rental housing and making it more attractive. Kojamo is promoting the competitiveness and well-being of urbanizing Finland by facilitating work-related mobility.",Internet Software & Services,Finland,,N/A
Home24,IPO,$174.31M,06/15/2018,N/A,Home24 is an online furniture retailer offering numerous furniture and furnishings in various designs and styles.,eCommerce,Germany,$196.06M,N/A
"Z
Zuanlian Technology",Series B,$172.68M,10/25/2018,N/A,Zuanlian Technology is a diamond finance platform that standardizes diamond types and transforms diamonds into trading assets.,Internet Software & Services,China,$172.68M,N/A
"F
FOR-U Smart Freight",Series D,$170.00M,12/17/2018,N/A,"FOR-U Smart Freight, also Fuyoukache, is a provider of truck logistics services to enterprises and individuals, connecting truck drivers with those in need of logistic services via its online platform. The company has operations spread across 31 provinces in China, and partnerships with over 30 logistics companies.",Internet Software & Services,China,$469.50M,N/A
Netskope,Series F,$168.70M,11/13/2018,N/A,"Netskope offers a security cloud that provides visibility and real-time data and threat protection when accessing cloud services, websites, and private apps from anywhere, on any device. Netskope understands the cloud and takes a data-centric approach that empowers security teams with the right balance of protection and speed they need to secure their digital transformation journey.",Internet Software & Services,United States,"$1,040.10M",N/A
ONE Championship,Series D,$166.00M,10/08/2018,N/A,ONE Championship is a Singapore-based mixed martial arts promotion company.,Internet Software & Services,Singapore,$336.00M,N/A
Oscar Health,Series D,$165.00M,03/28/2018,N/A,"Oscar Health (NYSE: OSCR) is a technology-driven, consumer-focused, health insurance company using technology and personalized service to give members transparency into the health care system and empower them to choose quality, affordable care. The Oscar member experience includes a personalized concierge team that helps members do everything from finding a doctor to processing a claim, a 24/7 Doctor on Call service for members on the go, and an integrated, curated network of physicians and hospitals.",Internet Software & Services,United States,"$1,632.50M",N/A
JFrog,Series D,$165.00M,10/04/2018,N/A,"JFrog (NASDAQ: FROG) provides infrastructure for software management and distribution in open-source, On-prem, and SaaS cloud solutions. JFrog's Artifactory Binary Repository Manager and Bintray the binaries distribution platform are social platforms for developers to distribute, store, download, and share software packages.",Internet Software & Services,United States,$227.50M,N/A
ServiceTitan,Series D,$165.00M,11/14/2018,N/A,"ServiceTitan is a mobile, cloud-based software platform that helps home service companies streamline operations, improve customer service, and grow their business. ServiceTitan's end-to-end solution for the residential home services industry includes CRM, intelligent dispatch, comprehensive reporting, marketing management tools, mobile solution for field techs, and QuickBooks integration. ServiceTitan is used by plumbing, HVAC, and electrical companies.",Internet Software & Services,United States,"$1,098.84M",N/A
"T
TCNS Clothing",IPO,$163.50M,07/18/2018,N/A,"TCNS Clothing is the name behind the evolution of the fashionable contemporary wear brand for women – W. The company is a pioneer in scientific sizing with seven sizes, the introduction of iconic knit churidar and smaller width stoles, making functional fashion available for the everyday woman. The three TCNS Clothing brands – W, Aurelia and Wishful – offer a variety of fashion choices, ranging from ethnic to contemporary. W is the first Indian women's brand to have over 200 stores and Aurelia is available through more than 100 stores. The brands are also available through 1,600 points of sale across 100 cities in India, Mauritius, Sri Lanka and the Middle East.",eCommerce,India,$151.50M,N/A
"C
Chehaoduo",Series C - II,$162.00M,10/16/2018,N/A,"Chehaoduo is the operator of Guazi, an online C2C used-car trading platform, and Maodou, a new car eCommerce platform.",eCommerce,China,"$4,304.03M",N/A
"W
WeCash",Series D,$160.00M,03/01/2018,N/A,"WeCash is a China-based data credit assessment startup. The company helps analyze Chinese customers' credit. Customers sign up for the app, provide information to the company, and receive a credit evaluation. WeCash is able to quickly provide extensive credit assessments and build predictive models for customers' credit risk.",Internet Software & Services,China,$266.65M,N/A
"T
Tongcheng-Elong",IPO,$159.89M,11/26/2018,N/A,"Tongcheng-Elong (HK: 0780) is the entity formed from the merger between eLong (艺龙) and Tongcheng Network Technology Co. (同程网络). Tongcheng-Elong provides online travel booking services ranging from hotel, air tickets, railway tickets as well as cruises.",eCommerce,China,$312.19M,N/A
"1
100credit",Series C,$159.40M,04/18/2018,N/A,"100credit is a FinTech company that leverages real-time data, both online and offline, to provide credit services to banks and other financial services institutions. 100credit provides its users with products and services that allow them to manage the lending process across the whole life-cycle of a loan agreement - enabling them to better assess credit risk of potential borrowers, monitor existing loans for potential defaults, and manage collection process on delinquent loans. In addition, it provides products and services that help insurance companies achieve precision marketing, manage their existing customer base and tailor their products and services.",Internet Software & Services,China,$263.01M,N/A
ZipRecruiter,Series B,$156.00M,10/04/2018,N/A,"ZipRecruiter (NASDAQ: ZIP) is an online employment marketplace, powered by smart AI-driven smart matching technology. ZipRecruiter actively connects businesses and job seekers through mobile, web, and email services, as well as partnerships with job boards on the web.",Internet Software & Services,United States,$219.00M,N/A
Zuora,IPO,$154.00M,04/12/2018,N/A,"Zuora offers a subscription relationship management platform to help enable businesses in any industry to launch or shift products to subscription, implement new pay-as-you-go pricing and packaging models, gain new insights into subscriber behavior, open new revenue streams, and disrupt market segments to gain competitive advantage.",Internet Software & Services,United States,$242.50M,N/A
Carbon Black,IPO,$152.00M,05/04/2018,N/A,"Carbon Black (NASDAQ: CBLK) designs a complete next-gen endpoint-security platform, enabling organizations to stop the most attacks, see every threat, close security gaps, and evolve their defenses. The Cb Endpoint Security Platform helps organizations of all sizes replace legacy antivirus technology, lock down systems, and arm incident response teams with advanced tools to proactively hunt down threats.",Internet Software & Services,United States,$191.43M,N/A
"V
VCredit",IPO,$152.00M,06/20/2018,N/A,"VCredit (HKG: 2003) provides FinTech financing services to consumers across China. In addition to developing online financing products and services tailored to different types of consumers and their borrowing needs, VCredit also operates over 90 branches. Its mobile apps have more than 40 million downloads, covering products including Kaka Credit, which helps customers pay off credit cards by granting them a ""stand-by"" credit line; Doudou Cash, which serves the young working class; and Star Credit, which targets borrowers with an associate degree. VCredit also partners with other consumer service providers that traditionally lack independent financing options for their customers.",Internet Software & Services,China,$50.00M,N/A
