Companies,Investment Stage,Deal Size,Deal Date,Round Investors,Description,Industry,Country,Total Funding,All Investors
Anaplan,Series E,$90.00M,01/14/2016,N/A,Anaplan (NYSE:TNPL) is a cloud-based business planning and performance management platform based on a single hub where business users can create and use models.,Internet Software & Services,United States,$299.90M,N/A
Everbridge,IPO,$90.00M,09/16/2016,N/A,"Everbridge (NASDAQ: EVBG) is a software company that provides critical communications and enterprise safety applications that enable customers to automate and accelerate the process of keeping people safe and businesses running during critical events. During public safety threats such as active shooter situations, terrorist attacks or severe weather conditions, as well as critical business events such as IT outages or cyber incidents, customers rely on the company's SaaS-based platform to quickly and reliably construct and deliver contextual notifications. The company's critical communications and enterprise safety applications include mass notification, incident management, IT alerting, safety connection, community engagement, secure messaging and Internet of Things, and are easy-t...",Internet Software & Services,United States,$17.65M,N/A
"D
daydao",Series B,$89.02M,10/18/2016,N/A,"daydao is an enterprise management software cloud service provider that focuses on medium and small enterprise information services. Its main product daydao, is a one-stop enterprise intelligent management cloud platform.",Internet Software & Services,China,$166.93M,N/A
HelloFresh,Series G,$88.50M,12/20/2016,N/A,"HelloFresh is a global provider of fresh food at home via its soft subscription model business. Every week, users can choose recipes from an ever-changing weekly menu, and the company will deliver all of the seasonal, pre-measured, locally sourced ingredients needed to prepare them.",eCommerce,Germany,$366.70M,N/A
Apttus,Series D,$88.00M,09/29/2016,N/A,"Apttus is a provider of the Intelligent Middle Office platform allowing enterprises to automate and optimize their revenue and commercial relationship management processes. Apttus is powered by the Apttus Intelligent Cloud, a hybrid-cloud platform utilizing technologies from Salesforce, Microsoft and IBM.",Internet Software & Services,United States,$404.00M,N/A
"T
ThePaper.cn",Series A,$88.00M,12/31/2016,N/A,"ThePaper.cn is composed of two units ― an online video platform, and an English language online publication Sixth Tone.",Internet Software & Services,China,$88.00M,N/A
"G
Gridsum Technology",IPO,$87.10M,09/23/2016,N/A,"Gridsum Technology is a China-based provider of online, cloud-based web analytics services that help businesses effectively track, analyze and optimize online marketing campaigns across web sites, search engines, and online video.",Internet Software & Services,China,,N/A
"Y
Yaochufa",Series D,$85.00M,04/19/2016,N/A,Yaochufa provides time-limited sales of high-end hotels and holiday products targeted at Chinese travelers.,eCommerce,China,$128.00M,N/A
The Trade Desk,IPO,$84.00M,09/21/2016,N/A,"The Trade Desk powers buyers in advertising technology. The Trade Desk is a demand-side platform that offers agencies, aggregators, and their advertisers technology to manage display, social, and video advertising campaigns. The Trade Desk empowers buyers at the campaign level with bid capabilities in market, full-funnel attribution, and reporting that illustrates the consumer journey from initial impression to conversion.",Internet Software & Services,United States,$252.50M,N/A
"E
EasyLife Financial Services",Series B,$82.00M,09/30/2016,N/A,"EasyLife Financial Services is a travel financial services unit under HNA Group. It is focused on providing travel-related financial services including foreign exchange, overseas money transfer, traveler's checks and consumer loans.",Internet Software & Services,China,$355.00M,N/A
NextVR,Series B,$80.00M,07/01/2016,N/A,"NextVR enables the transmission of live, long-form virtual reality content in broadcast quality – leading the way for live and on-demand VR to become a mainstream experience for sporting events, concerts, cinematic productions and more. Launched in 2009, NextVR has more than 36 patents granted or pending for the capture, compression, transmission, and display of virtual reality content. NextVR's platform allows the fully immersive content to be streamed with pristine quality using current home and mobile Internet connections.",Internet Software & Services,United States,$115.00M,N/A
BYJU's,Series C,$75.00M,03/21/2016,N/A,"BYJU's offers a K-12 learning app with learning programs for students in classes 4-12 (K-12) and preparation for competitive exams such as JEE, NEET, CAT, IAS, GRE, and GMAT.",Internet Software & Services,India,"$5,182.78M",N/A
Compass,Series D,$75.00M,08/31/2016,N/A,"Compass (NYSE: COMP) is a technology-driven real estate platform that aims to make the process of buying, selling, and renting a home more intelligent. Compass offers a clear and easy way for property owners to list, market and sell properties, as well as follow through on the many pieces of complex transactional data that occur before and after the deal is made.",Internet Software & Services,United States,"$1,513.00M",N/A
Blink Health,Series A,$75.00M,12/31/2016,N/A,"Blink Health, formerly Vital Matters, helps patients get the right medicine at the lowest cost. The company is creating the first consumer-centered platform that translates big data insights into valuable savings and information for patients.",Internet Software & Services,United States,$170.74M,N/A
"Q
Quanmin TV",Series A,$74.91M,09/28/2016,N/A,"Quanmin TV (全民TV / 全民直播) is a live streaming platform for video games, entertainment, and lifestyle content.",Internet Software & Services,China,$74.91M,N/A
"Q
QuantGroup",Series C,$73.00M,11/28/2016,N/A,"QuantGroup is a big data-driven consumer financing platform. As a big data financing platform, the company aims to help creditable individuals receive loans, as well as increase financial inclusion at a lower cost and with increased efficiency.",Internet Software & Services,China,$86.38M,N/A
OurCrowd,Series C,$72.00M,09/21/2016,N/A,"OurCrowd is an equity crowdfunding platform for investing in startups and is run by a team of investment professionals. Offering accredited individuals access to startup investing, OurCrowd investors participate in new opportunities alongside VCs and institutional co-investors, at the same terms. OurCrowd's team of investment professionals reviews companies, meets with selected management teams and, after an in-depth due diligence process, selects opportunities to share with the investor community. After the initial raise, OurCrowd supports its portfolio of companies with portfolio development and a community of investors.",eCommerce,Israel,$197.50M,N/A
Giphy,Series D,$72.00M,10/31/2016,N/A,"Giphy offers a search engine with a community, a platform with a host of features targeted at gif artists, brands, publishers, enthusiasts, bloggers, and anyone looking to discover or create that next big meme.On May 15th, 2020, Giphy was acquired by Facebook at a valuation of $400M.",Internet Software & Services,United States,$147.52M,N/A
"B
Benlai Life",Series C - II,$70.00M,01/05/2016,N/A,Benlai Life is a Beijing-based fresh produce e-commerce start-up that provides delivery and supply chain services.,eCommerce,China,$327.00M,N/A
Soundcloud,Series E,$70.00M,06/14/2016,N/A,"SoundCloud is an audio platform that enables users to upload, record, promote and share originally-created sounds across the internet. SoundCloud also offers an API that enables integration with third party applications.",Internet Software & Services,Germany,$543.01M,N/A
"Y
Yuntongxun.com",Series C,$70.00M,07/05/2016,N/A,"Ronglian Yitong Information Technology (NYSE: RAAS) operates a full-service cloud platform as a service (PaaS) for communications. The company offers enterprises and individual developers a wide range of VoIP, IM, video, meeting, call center, and interactive voice response (IVR) communications services by bringing together carriers' network and communications resources and bundling these resources to offer application programming interfaces (API) and software development kits (SDK).",Internet Software & Services,China,$244.00M,N/A
C3.ai,Series D,$70.00M,09/01/2016,N/A,"C3.ai (NYSE: AI) is an AI software provider that delivers the C3 AI Suite for developing, deploying, and operating large-scale AI, predictive analytics, and IoT applications at scale for any enterprise value chain in any industry. The core of the C3.ai offering is a model-driven AI architecture that enhances data science and application development. C3.ai’s pre-built applications, for a variety of industries, include predictive maintenance, fraud detection, supply network optimization, energy management, and anti-money laundering.",Internet Software & Services,United States,$356.14M,N/A
