Companies,Investment Stage,Deal Size,Deal Date,Round Investors,Description,Industry,Country,Total Funding,All Investors
"M
Micheng Life",Series C,$200.00M,06/10/2020,N/A,Micheng Life is a community group purchase platform spun off from Ly.com.,eCommerce,China,$300.00M,N/A
Trumid,Series E,$200.00M,07/15/2020,N/A,"Trumid is a financial technology company bringing efficiency to credit trading through data, technology, and intuitively designed products. Trumid Market Center, the company's electronic trading platform, provides corporate bond market professionals with direct access to anonymous and counterparty-disclosed liquidity. Trumid's products leverage the network effect and data science to empower all credit market participants with business intelligence to make more informed decisions.",Internet Software & Services,United States,$711.73M,N/A
"R
Ro",Series C,$200.00M,07/27/2020,N/A,"Ro is a patient-driven telehealth company that puts patients in control of their health. The company builds technology to make healthcare accessible, affordable and enjoyable. Ro powers three digital health clinics -- Roman for men’s health, Rory for women’s health, and Zero for fighting smoking cessation -- and Ro Pharmacy, a simple and affordable online pharmacy where every generic medication is $5 per month. Ro’s nationwide network of physicians and pharmacies provides a personalized, end-to-end healthcare experience from online treatment to the delivery of medication and ongoing care.",eCommerce,United States,$876.51M,N/A
Traveloka,Series D,$250.00M,07/28/2020,N/A,Traveloka is an online travel aggregator based in Indonesia. The company organizes travel-related information and help users navigate through a number of options and get value with ease.,Internet Software & Services,Indonesia,"$1,170.00M",N/A
"F
Farmers Business Network",Series F,$200.00M,09/09/2020,N/A,"Snyk is an open-source security platform designed to help software-driven businesses enhance developer security. Snyk's dependency scanner finds, prioritizes, and fixes vulnerabilities and license violations in open source dependencies and container images.",Internet Software & Services,United States,"$1,026.09M",N/A
Sprinklr,Series G,$200.00M,09/09/2020,N/A,"Sprinklr is a complete social media management platform for the enterprise, designed to help large companies collaborate across their entire organization to customer experiences across every social channel. The platform provides content planning and publishing, advocate and audience management, owned engagement and moderation, and earned monitoring and listening.",Internet Software & Services,United States,$578.50M,N/A
"X
Xingyun Group",Series C,$200.00M,09/24/2020,N/A,"Xingyun Group provides a full-link cross-border commodity integrated service that integrates brand services, imported commodity agency services, supply chain trade financing services, and cross-border logistics services.",eCommerce,China,$953.50M,N/A
Arctic Wolf Networks,Series E,$200.00M,10/22/2020,N/A,"Arctic Wolf delivers personal, predictable protection from cybersecurity threats through an industry-leading security operations center (SOC)-as-a-service. Arctic Wolf Managed Detection and Response and Managed Risk services are anchored by the Arctic Wolf Concierge Security™ Team who provides custom threat hunting, alerting and reporting. Arctic Wolf’s purpose-built, cloud-based SOC-as-a-service offers 24x7 monitoring, risk management, threat detection, and response.",Internet Software & Services,United States,$498.25M,N/A
Better.com,Series D,$200.00M,11/10/2020,N/A,Better.com deconstructed the home-financing ecosystem and replaced it with a digitized process. Better.com’s platform offers a digital marketplace featuring competitive quotes from an array of insurance providers for seamless purchase of a homeowner's insurance policy and instant access to real estate agents across the country.,Internet Software & Services,United States,"$1,655.00M",N/A
"A
Aixuexi Education",Series D - III,$200.00M,11/12/2020,N/A,Aixuexi Education is a Beijing-based O2O (online-to-offline) education platform. The company provides after-class tutoring services via its B2B online platforms and offline presence.,Internet Software & Services,China,$406.75M,N/A
Klaviyo,Series C,$200.00M,11/17/2020,N/A,"Klaviyo helps growth-focused ecommerce brands drive more sales with super-targeted, highly relevant email, Facebook and Instagram marketing campaigns.",Internet Software & Services,United States,$678.50M,N/A
Cars24,Series E,$200.00M,11/24/2020,N/A,"Cars24 is a hybrid used car trading platform offering both online and offline services. The site and app enable both the selling of used cars and used two-wheeled motorbikes.Cars24 buys, fixes, and then resells vehicles, meaning it appraises vehicles from sellers, buys them up for an agreed upon price if possible, and fixes/reconditions them so that they can deliver them to purchasers.",eCommerce,India,$896.17M,N/A
"C
Codemao",Series D,$198.05M,11/20/2020,N/A,"Codemao is a programming education brand for children and teenagers in China. The company provides graphical coding platforms and relevant courses. Students can use graphical coding language to create projects like games, software, animations, and stories for the purpose of training their abilities of logical thinking.",Internet Software & Services,China,$360.42M,N/A
"N
Nice Tuan",Series C - III,$196.00M,11/30/2020,N/A,Nice Tuan is a community e-commerce platform that allows users to buy fresh produce through group-buying.,eCommerce,China,"$1,210.30M",N/A
"A
ASAPP",Series B,$185.00M,05/01/2020,N/A,"ASAPP is an artificial intelligence software that aims to help call center agents work better and faster. ASAPP software says it does not replace human call center agents, but instead analyzes the calls of a center’s most efficient agent and then sends to all agents real-time suggestions of what to say in response to specific things said by customers. For web chats, it presents the agent with multiple potential responses that can be sent with a click.",Internet Software & Services,United States,$312.57M,N/A
"A
Airtable",Series D,$185.00M,09/14/2020,N/A,"Airtable looks to turn what seems like just a normal spreadsheet into a robust database tool, hiding the complexity of what's happening in the background while those without any programming experience create intricate systems to get their work done. The company' tool, Blocks, is a set of mix-and-match operations like SMS and integrating maps that users can just drop into their systems.",Internet Software & Services,United States,$617.60M,N/A
AppDirect,Series G,$185.00M,09/16/2020,N/A,"AppMarket enables organizations to quickly launch a marketplace to sell their own services, third-party services-such as Microsoft, Google, and Amazon Web Services-or build their own software ecosystem. AppMarket simplifies complex aspects of selling cloud products with automated billing, provisioning, and subscription management.",eCommerce,United States,$478.36M,N/A
"L
Lixiang Education Holding",IPO,$183.34M,10/01/2020,N/A,"Lixiang Education Holding (NASDAQ: LXEH) is a private primary and secondary education service provider in Lishui City, Zhejiang Province.",Internet Software & Services,China,,N/A
Catawiki,Series D,$182.06M,12/07/2020,N/A,"Catawiki is an online catalogue and auction house for collectibles. Catawiki hosts over 40 weekly auctions in categories such as comic books, coins, stamps, art, model trains, wine, vinyl records, jewelry, ceramics, books, and many more! Users can also keep track of their own collection based on the central catalogue, which contains over 2.3 million items.",eCommerce,Netherlands,$284.68M,N/A
"V
VIPThink",Series C,$180.00M,09/10/2020,N/A,"VIPThink, developed by Happy Seed, is an online STEM education brand targeted to 3 to 8-year-old children.",Internet Software & Services,China,$198.13M,N/A
"T
Taimei Technology",Series F,$176.16M,09/28/2020,N/A,"Taimei Technology is a Software-as-a-service (SaaS) provider that has developed the MobileMD System, with products including clinical research data collection system eCollect, randomized grouping and drug management system eBalance, and patients reports system eReport.",Internet Software & Services,China,$453.85M,N/A
"L
Loft",Series C,$175.00M,01/03/2020,N/A,Loft is an online real estate marketplace for buying and selling apartments.,eCommerce,Brazil,$788.00M,N/A
